SonicWALL SKU,Networking/ISG SKUs (TZ500 and above),Partner Software (Nexus/Tracker SKUs) TZ400 and below,Partner Software (Harmony SKUs) TZ400 and below,SonicWALL Product Description ,MSRP (USD),SecureFirst Discount Eligibility,Minimum Advertised Price (MAP),Hardware/Software,Special Requirements,Notes
01-SSC-6703,N/A,0,0,SONICWALL EMAIL SECURITY ES8300 REMOTE ANALYZER HARDWARE WARRANTY - 1 APPLIANCE (1 YR),1800,Y,1800,S,0,"This renewable subscription only needs to be ordered For a SonicWALL Email Security Appliance that is set-up as a ""Remote Analyzer.""  This subscription allows The covered SonicWALL Appliance system to obtain hardware warranty Support coverage from SonicWALL including RMA Services as appropriate.  Failure to have such coverage will mean that The uncovered SonicWALL Appliance which is being used as a ""Remote Analyzer"" will have NO hardware warranty coverage and will not be afForded RMA Services."
01-SSC-6712,N/A,0,0,SONICWALL EMAIL SECURITY 3300 REMOTE ANALYZER HARDWARE WARRANTY - 1 APPLIANCE (2 YR),306,Y,306,S,0,"This renewable subscription only needs to be ordered For a SonicWALL Email Security Appliance that is set-up as a ""Remote Analyzer.""  This subscription allows The covered SonicWALL Appliance system to obtain hardware warranty Support coverage from SonicWALL including RMA Services as appropriate.  Failure to have such coverage will mean that The uncovered SonicWALL Appliance which is being used as a ""Remote Analyzer"" will have NO hardware warranty coverage and will not be afForded RMA Services."
01-SSC-6713,N/A,0,0,SONICWALL EMAIL SECURITY 4300 REMOTE ANALYZER HARDWARE WARRANTY - 1 APPLIANCE (2 YR),1190,Y,1190,S,0,"This renewable subscription only needs to be ordered For a SonicWALL Email Security Appliance that is set-up as a ""Remote Analyzer.""  This subscription allows The covered SonicWALL Appliance system to obtain hardware warranty Support coverage from SonicWALL including RMA Services as appropriate.  Failure to have such coverage will mean that The uncovered SonicWALL Appliance which is being used as a ""Remote Analyzer"" will have NO hardware warranty coverage and will not be afForded RMA Services."
01-SSC-6714,N/A,0,0,SONICWALL EMAIL SECURITY ES8300 REMOTE ANALYZER HARDWARE WARRANTY - 1 APPLIANCE (2 YR),3060,Y,3060,S,0,"This renewable subscription only needs to be ordered For a SonicWALL Email Security Appliance that is set-up as a ""Remote Analyzer.""  This subscription allows The covered SonicWALL Appliance system to obtain hardware warranty Support coverage from SonicWALL including RMA Services as appropriate.  Failure to have such coverage will mean that The uncovered SonicWALL Appliance which is being used as a ""Remote Analyzer"" will have NO hardware warranty coverage and will not be afForded RMA Services."
01-SSC-6716,N/A,0,0,EMAIL PROTECTION SUBSCRIPTION AND STANDARD SUPPORT 10000USER 1YR,9500,Y,9500,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6717,N/A,0,0,EMAIL PROTECTION SUBSCRIPTION AND STANDARD SUPPORT 10000USER 2YR,16150,Y,16150,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6718,N/A,0,0,EMAIL PROTECTION SUBSCRIPTION AND STANDARD SUPPORT 10000USER 3YR,22800,Y,22800,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6719,N/A,0,0,SONICWALL EMAIL COMPLIANCE SUBSCRIPTION - 25 USER (3 YR),480,Y,480,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and  10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6720,N/A,0,0,SONICWALL EMAIL COMPLIANCE SUBSCRIPTION - 50 USER - 1 SERVER (3 YR),960,Y,960,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6721,N/A,0,0,SONICWALL EMAIL COMPLIANCE SUBSCRIPTION - 250 USER - 1 SERVER (3 YR),1200,Y,1200,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6722,N/A,0,0,SONICWALL EMAIL COMPLIANCE SUBSCRIPTION - 750 USER - 1 SERVER (3 YR),2400,Y,2400,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6723,N/A,0,0,"SONICWALL EMAIL COMPLIANCE SUBSCRIPTION - 2,000 USER - 1 SERVER (3 YR)",4800,Y,4800,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6724,N/A,0,0,"SONICWALL EMAIL COMPLIANCE SUBSCRIPTION - 5,000 USER - 1 SERVER (3 YR)",7200,Y,7200,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6726,N/A,0,0,SONICWALL EMAIL COMPLIANCE SUBSCRIPTION - 100 USER - 1 SERVER (3 YR),1080,Y,1080,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6727,N/A,0,0,SONICWALL EMAIL COMPLIANCE SUBSCRIPTION - 500 USER - 1 SERVER (3 YR),1800,Y,1800,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6728,N/A,0,0,"SONICWALL EMAIL COMPLIANCE SUBSCRIPTION - 1,000 USER - 1 SERVER (3 YR)",3120,Y,3120,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6730,N/A,0,0,EMAIL PROTECTION SUBSCRIPTION AND 24X7 SUPPORT 10000USER 1SERVER 1YR,12500,Y,12500,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6731,N/A,0,0,EMAIL PROTECTION SUBSCRIPTION AND 24X7 SUPPORT 10000USER 1SERVER 2YR,21250,Y,21250,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6732,N/A,0,0,EMAIL PROTECTION SUBSCRIPTION AND 24X7 SUPPORT 10000USER 1SERVER 3YR,30000,Y,30000,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6735,N/A,0,0,"SONICWALL EMAIL COMPLIANCE SUBSCRIPTION - 10,000 USER - 1 SERVER (1 YR)",4000,Y,4000,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6736,N/A,0,0,"SONICWALL EMAIL COMPLIANCE SUBSCRIPTION - 10,000 USER - 1 SERVER (2 YR)",6800,Y,6800,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6737,N/A,0,0,"SONICWALL EMAIL COMPLIANCE SUBSCRIPTION - 10,000 USER - 1 SERVER (3 YR)",9600,Y,9600,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6759,N/A,0,0,SONICWALL EMAIL ANTI-VIRUS (MCAFEE AND SONICWALL TIME ZERO) - 25 USER - (1 YR),600,Y,600,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and  10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6760,N/A,0,0,SONICWALL EMAIL ANTI-VIRUS (MCAFEE AND SONICWALL TIME ZERO) - 50 USER - 1 SERVER (1 YR),600,Y,600,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6761,N/A,0,0,SONICWALL EMAIL ANTI-VIRUS (MCAFEE AND SONICWALL TIME ZERO) - 250 USER - 1 SERVER (1 YR),1800,Y,1800,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6762,N/A,0,0,SONICWALL EMAIL ANTI-VIRUS (MCAFEE AND SONICWALL TIME ZERO) - 750 USER - 1 SERVER (1 YR),3600,Y,3600,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6763,N/A,0,0,"SONICWALL EMAIL ANTI-VIRUS (MCAFEE AND SONICWALL TIME ZERO) - 2,000 USER - 1 SERVER (1 YR)",6750,Y,6750,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6764,N/A,0,0,"SONICWALL EMAIL ANTI-VIRUS (MCAFEE AND SONICWALL TIME ZERO) - 5,000 USER - 1 SERVER (1 YR)",8010,Y,8010,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6766,N/A,0,0,SONICWALL EMAIL ANTI-VIRUS (MCAFEE AND SONICWALL TIME ZERO) - 100 USER - 1 SERVER (1 YR),1200,Y,1200,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6767,N/A,0,0,SONICWALL EMAIL ANTI-VIRUS (MCAFEE AND SONICWALL TIME ZERO) - 500 USER - 1 SERVER (1 YR),2700,Y,2700,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6768,N/A,0,0,"SONICWALL EMAIL ANTI-VIRUS (MCAFEE AND SONICWALL TIME ZERO) - 1,000 USER - 1 SERVER (1 YR)",5000,Y,5000,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6789,N/A,0,0,SNWL EMAIL PROTECTION SUBSCRIPTION AND STANDARD SUPPORT 25USER 1SERVER 2YR,425,Y,425,S,0,"Subscriptions are avaiLable in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and  10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6790,N/A,0,0,SNWL EMAIL PROTECTION SUBSCRIPTION AND STANDARD SUPPORT 50USER 1SERVER 2YR,765,Y,765,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6791,N/A,0,0,SNWL EMAIL PROTECTION SUBSCRIPTION AND STANDARD SUPPORT 250USER 1SERVER 2YR,2125,Y,2125,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6792,N/A,0,0,SNWL EMAIL PROTECTION SUBSCRIPTION AND STANDARD SUPPORT 750USER 1SERVER 2YR,5695,Y,5695,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6793,N/A,0,0,SNWL EMAIL PROTECTION SUBSCRIPTION AND STANDARD SUPPORT 2000USER 1SERVER 2YR,9350,Y,9350,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6794,N/A,0,0,SNWL EMAIL PROTECTION SUBSCRIPTION AND STANDARD SUPPORT 5000USER 1SERVER 2YR,12750,Y,12750,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6796,N/A,0,0,EMAIL PROTECTION SUBSCRIPTION AND STANDARD SUPPORT 100USER 2YR,1275,Y,1275,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6797,N/A,0,0,EMAIL PROTECTION SUBSCRIPTION AND STANDARD SUPPORT 500USER 2YR,3910,Y,3910,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6798,N/A,0,0,EMAIL PROTECTION SUBSCRIPTION AND STANDARD SUPPORT 1000USER 2YR,7480,Y,7480,S,0,"Subscriptions are available in User Packs of 25, 50, 100, 250, 500, 750, 1000, 2000, 5000 and 10,000.  User Packs For any subscription can be quantity stacked; e.g. 125 User = 100 User Pack + 25 User Pack. Requires Email Security Appliance or Email Software License."
01-SSC-6832,N/A,0,0,SONICWALL TZ 210 / TZ 190 / TZ 180 SERIES POWER SUPPLY,43,Y,32,H,0,0
01-SSC-6837,N/A,0,0,SONICWALL ES 3300 SECURE UPGRADE PLUS (HARDWARE ONLY),1077,Y,1077,H,0,0
01-SSC-6838,N/A,0,0,SONICWALL ES 4300 SECURE UPGRADE PLUS (HARDWARE ONLY) ,4197,Y,4197,H,0,0
01-SSC-6839,N/A,0,0,SONICWALL ES 8300 SECURE UPGRADE PLUS (HARDWARE ONLY),10797,Y,10797,H,0,0
01-SSC-6848,N/A,0,0,SONICWALL EMAIL SECURITY VIRTUAL APPLIANCE SECURE UPGRADE PLUS,357,Y,357,S,0,0
01-SSC-6948,A7483657,N/A,N/A,SONICWALL ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE - MCAFEE (250 USER) (1 YR),6995,YES,6995,S,SNWL Authorization Required to Purchase,0
01-SSC-6949,N/A,A9613513,0,SONICWALL ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE - MCAFEE (500 USER) (1 YR),12995,Y,12995,S,0,0
01-SSC-6950,N/A,0,0,"SONICWALL ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE - MCAFEE (1,000 USER) (1 YR)",23995,Y,23995,S,0,0
01-SSC-6975,N/A,0,0,SONICWALL SERVER ANTI-VIRUS/ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE SUITE - MCAFEE (250 USER) (1 YR),8495,Y,8495,S,0,0
01-SSC-6976,N/A,0,0,SONICWALL SERVER ANTI-VIRUS/ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE SUITE - MCAFEE (500 USER) (1 YR),15995,Y,15995,S,0,0
01-SSC-6977,N/A,0,0,"SONICWALL SERVER ANTI-VIRUS/ENFORCED CLIENT ANTI-VIRUS & ANTI-SPYWARE SUITE - MCAFEE (1,000 USER) (1 YR)",29995,Y,29995,S,0,0
01-SSC-7089,N/A,0,0,SONICWALL EXPANDED LICENSE FOR TZ 215 SERIES,180,Y,180,S,0,Enables BGP Support on TZ 215
01-SSC-7090,A7483785,N/A,N/A,SONICWALL EXPANDED LICENSE FOR NSA 2400 AND NSA 2600,595,Y,595,S,0,Includes BGP and Stateful HA features
01-SSC-7091,A7483764,N/A,N/A,SONICWALL EXPANDED LICENSE FOR NSA 3500 AND NSA 3600,895,Y,895,S,0,Enables Stateful HA and BGP support
01-SSC-7093,A7487263,N/A,N/A,SONICWALL NSA 5000 SONICOS EXPANDED LICENSE ,495,Y,495,S,0,Enables BGP (avail. only with SonicOS 5.6.5)
01-SSC-7094,A7483765,N/A,N/A,STATEFUL HA UPGRADE FOR NSA 3500 AND NSA 3600,795,Y,795,S,0,Upgrades The NSA 3600 to Support State Sync in Active / Passive config for seamless failover between two NSA 3600s 
01-SSC-7095,A7483788,N/A,N/A,SONICWALL STATEFUL HA UPGRADE FOR NSA 2400 AND NSA 2600 SERIES,545,Y,545,S,0,Upgrades The NSA 2400/2600 to Support State Sync in Active / Passive config for seamless failover between two NSA 2400s or two NSA 2600s
01-SSC-7096,A7487252,N/A,N/A,NSA 240 STATEFUL HA AND EXPANSION UPGRADE,514,Y,514,S,0,"Enables BGP (avail. only with SonicOS 5.6.5), Stateful HA, Expanded VLANs, Expanded VPNs and expanded connection counts"
01-SSC-7118,N/A,0,0,SONICWALL SRA 4600 ADD 10 USER,450,Y,450,S,0,SonicWALL SRA 4600 Add 10 Users
01-SSC-7119,N/A,A9615682,0,SONICWALL SRA 4600 ADD 25 USER,875,Y,875,S,0,SonicWALL SRA 4600 Add 25 Users
01-SSC-7120,N/A,0,0,SONICWALL SRA 4600 ADD 100 USER,2500,Y,2500,S,0,SonicWALL SRA 4600 Add 100 Users
01-SSC-7121,N/A,0,0,SONICWALL SRA 4600 10 DAY 250-USER SPIKE LICENSE                                             ,885,Y,885,S,0,SonicWALL SRA 4600 10 Day 250-User Spike License                                             
01-SSC-7122,N/A,0,0,SONICWALL SRA 4600 10 DAY 500-USER SPIKE LICENSE                                                                                                                     ,1895,Y,1895,S,0,SonicWALL SRA 4600 10 Day 500-User Spike License                                                                                                                     
01-SSC-7123,N/A,A9613543,0,24X7 SUPPORT FOR SRA 4600 UP TO 100USER 1YR,529,Y,529,S,0,SonicWALL SRA 4600 Dynamic Support 24x7 for Up to 100 User (1 Yr)
01-SSC-7124,N/A,A9613542,0,24X7 SUPPORT FOR SRA 4600 UP TO 100USER 2YR,899,Y,899,S,0,SonicWALL SRA 4600 Dynamic Support 24x7 for Up To 100 User (2 Yr)
01-SSC-7126,N/A,0,0,STANDARD SUPPORT FOR SRA 4600 UP TO 100USER 1YR,390,Y,390,S,0,SonicWALL SRA 4600 Dynamic Support 8x5 for Up To 100 User (1 Yr)
01-SSC-7127,N/A,0,0,STANDARD SUPPORT FOR SRA 4600 UP TO 100USER 2YR,663,Y,663,S,0,SonicWALL SRA 4600 Dynamic Support 8x5 for Up To 100 User (2 Yr)
01-SSC-7129,N/A,0,0,24X7 SUPPORT FOR SRA 4600 UP TO 500USER 1YR,1530,Y,1530,S,0,SonicWALL SRA 4600 Dynamic Support 24x7 for 101 To 500 User (1 Yr)
01-SSC-7130,N/A,0,0,24X7 SUPPORT FOR SRA 4600 UP TO 500USER 2YR,2660,Y,2660,S,0,SonicWALL SRA 4600 Dynamic Support 24x7 for 101 To 500 User (2 Yr)
01-SSC-7132,N/A,0,0,STANDARD SUPPORT FOR SRA 4600 UP TO 500USER 1YR,1131,Y,1131,S,0,SonicWALL SRA 4600 Dynamic Support 8x5 for 101 To 500 User (1 YR)
01-SSC-7133,N/A,0,0,STANDARD SUPPORT FOR SRA 4600 UP TO 500USER 2YR,1995,Y,1995,S,0,SonicWALL SRA 4600 Dynamic Support 8x5 for 101 To 500 User (2 Yr)
01-SSC-7135,N/A,0,0,SONICWALL SRA 4600 ADD-ON WEB APPLICATION FIREWALL (1 YR),800,Y,800,S,0,SonicWALL SRA 4600 Add-On Web Application Firewall (1 Yr)
01-SSC-7136,N/A,0,0,SONICWALL SRA 4600 ADD-ON WEB APPLICATION FIREWALL (2 YR),1392,Y,1392,S,0,SonicWALL SRA 4600 Add-On Web Application Firewall (2 Yr)
01-SSC-7138,N/A,0,0,SONICWALL SRA 1600 ADD 5 CONCURRENT USER,215,Y,215,S,0,SonicWALL SRA 1600 Add 5 Concurrent User
01-SSC-7139,N/A,0,0,SONICWALL SRA 1600 ADD 10 CONCURRENT USER,345,Y,345,S,0,SonicWALL SRA 1600 Add 10 Concurrent User
01-SSC-7140,N/A,0,0,SONICWALL SRA 1600 10 DAY 50-USER SPIKE LICENSE                                                ,240,Y,240,S,0,SonicWALL SRA 1600 10 Day 50-User Spike License                                                
01-SSC-7141,N/A,0,0,24X7 SUPPORT FOR SRA 1600 UP TO 25USER 1YR,256,Y,256,S,0,SonicWALL SRA 1600 Dynamic Support 24x7 for Up To 25 User (1 Yr)
01-SSC-7142,N/A,0,0,24X7 SUPPORT FOR SRA 1600 UP TO 25USER 2YR,435,Y,435,S,0,SonicWALL SRA 1600 Dynamic Support 24x7 for Up To 25 User (2 Yr)
01-SSC-7144,N/A,0,0,STANDARD SUPPORT FOR SRA 1600 UP TO 25USER 1YR,190,Y,190,S,0,SonicWALL SRA 1600 Dynamic Support 8x5 for Up To 25 User (1 Yr)
01-SSC-7145,N/A,0,0,STANDARD SUPPORT FOR SRA 1600 UP TO 25USER 2YR,323,Y,323,S,0,SonicWALL SRA 1600 Dynamic Support 8x5 for Up To 25 User (2 Yr)
01-SSC-7147,N/A,0,0,24X7 SUPPORT FOR SRA 1600 UP TO 50USER 1YR,388,Y,388,S,0,SonicWALL SRA 1600 Dynamic Support 24x7 for Up To 50 User (1 Yr)
01-SSC-7148,N/A,0,0,24X7 SUPPORT FOR SRA 1600 UP TO 50USER 2YR,659,Y,659,S,0,SonicWALL SRA 1600 Dynamic Support 24x7 for Up To 50 User (2 Yr)
01-SSC-7150,N/A,0,0,STANDARD SUPPORT FOR SRA 1600 UP TO 50USER 1YR,286,Y,286,S,0,SonicWALL SRA 1600 Dynamic Support 8x5 for Up To 50 User (1 Yr)
01-SSC-7151,N/A,0,0,STANDARD SUPPORT FOR SRA 1600 UP TO 50USER 2YR,487,Y,487,S,0,SonicWALL SRA 1600 Dynamic Support 8x5 for Up To 50 User (2 Yr)
01-SSC-7153,N/A,0,0,SONICWALL SRA 1600 WEB APPLICATION FIREWALL (1 YR),835,Y,835,S,0,SonicWALL SRA 1600 Web Application Firewall (1 Yr)
01-SSC-7154,N/A,0,0,SONICWALL SRA 1600 WEB APPLICATION FIREWALL (2 YR),1051,Y,1051,S,0,SonicWALL SRA 1600 Web Application Firewall (2 Yr)
01-SSC-7160,N/A,0,0,SONICWALL WAN ACCELERATION CLIENT ADD 1 CONCURRENT USER,50,Y,50,S,0,Requires SonicOS 5.9 and higher
01-SSC-7161,N/A,0,0,SONICWALL WAN ACCELERATION CLIENT ADD 5 CONCURRENT USERS,215,Y,215,S,0,Requires SonicOS 5.9 and higher
01-SSC-7162,N/A,0,0,SONICWALL WAN ACCELERATION CLIENT ADD 10 CONCURRENT USERS,345,Y,345,S,0,Requires SonicOS 5.9 and higher
01-SSC-7163,N/A,0,0,SONICWALL WAN ACCELERATION CLIENT ADD 25 CONCURRENT USERS,850,Y,850,S,0,Requires SonicOS 5.9 and higher
01-SSC-7164,N/A,0,0,SONICWALL WAN ACCELERATION CLIENT ADD 50 CONCURRENT USERS,1650,Y,1650,S,0,Requires SonicOS 5.9 and higher
01-SSC-7165,N/A,0,0,SONICWALL WAN ACCELERATION CLIENT ADD 100 CONCURRENT USERS,3250,Y,3250,S,0,Requires SonicOS 5.9 and higher
01-SSC-7166,N/A,0,0,SONICWALL SRA EX9000 DUAL FAN ,80,No,80,H,0,0
01-SSC-7209,N/A,0,0,SMA 6200/7200 FAN MODULE,100,N,100,H,0,0
01-SSC-7245,A7489528,N/A,N/A,STANDARD SUPPORT FOR NSA 2400 SERIES 1YR,436,Y,436,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-7248,A7489531,N/A,N/A,24X7 SUPPORT FOR NSA 2400 SERIES 1YR,592,Y,592,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-7257,A7483676,N/A,N/A,24X7 SUPPORT FOR NSA E6500 1YR,3930,Deal Registration Eligible Any Value,3930,S,SNWL Authorization Required to Purchase,"E-Class Support 24x7 is a required purchase with all SonicWALL E-Class NSA Series appliances.  Includes 24x7 access to a team of senior Support engineers, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and invitations to beta programs."
01-SSC-7258,A7483677,N/A,N/A,24X7 SUPPORT FOR NSA E6500 2YR,6676,Deal Registration Eligible Any Value,6676,S,SNWL Authorization Required to Purchase,"E-Class Support 24x7 is a required purchase with all SonicWALL E-Class NSA Series appliances.  Includes 24x7 access to a team of senior Support engineers, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and invitations to beta programs."
